nct_id,criterion,label
NCT03295227,"Has received a live vaccine within 30 days of planned start of study therapy. Note: Seasonal influenza vaccines for injection are generally inactivated flu vaccines and are allowed; however intranasal influenza vaccines are live attenuated vaccines, and are not allowed.",exclusion
NCT06905561,Male and female which are 18 years of age or older,inclusion
NCT06905561,"Epithelial carcinoma of oropharynx, nasopharynx, larynx, hypopharynx, paranasal sinus and salivary glands or breast cancer, planned to receive a total dose of at least 50 Gy",inclusion
NCT06905561,The RTOG radiation dermatitis rating should be equal to 0 and the skin nutrition should be good,inclusion
NCT06905561,"The main organs are functioning normally and meet the following standards: (1) Blood routine examination must meet the following criteria: (no blood transfusion within 14 days) a. HB ≥ 100g/L, b. WBC ≥3×10\^9/L c. ANC≥1.5×10\^9/L, d. PLT ≥100×10\^9/L; (2) Biochemical examination must meet the following standards: a. BIL\<1.5 times the upper limit of normal value (ULN), b. ALT and AST\<2.5ULN, GPT ≤1.5×ULN; c. Serum Cr≤1 ULN, endogenous creatinine clearance rate\>60ml/min (Cockcroft Gault formula);(3).Good coagulation function: defined as International standardized ratio (INR) or prothrombin time (PT) ≤1.5×ULN;(4).The myocardial enzyme spectra were in the normal range.",inclusion
NCT06905561,"Patients willing and able to give signed informed consent and, in the opinion of the Investigator, to comply with the Clinical Investigation Plan tests and procedures.",inclusion
NCT06905561,A known history of intolerance or allergy to any component of the investigational product;,exclusion
NCT06905561,"severe cardiopulmonary disease (such as unstable angina attacks, grade II cardiac insufficiency, acute myocardial infarction, acute episodes of chronic obstructive pulmonary disease, pulmonary heart disease);",exclusion
NCT06905561,"The acute phase is accompanied by inflammatory skin diseases, such as atopic dermatitis, contact dermatitis, psoriasis, lichen planus, pityriasis rosea.",exclusion
NCT06905561,"Systemic diseases known to delay the skin healing process, such as diabetes or severe kidney failure;",exclusion
NCT06905561,Skin rupture caused by malignant tumors.,exclusion
NCT07526961,Prescribed first-line nivolumab plus ipilimumab plus chemotherapy for non-small cell lung cancer between 01 January 2023 and 31 December 2023 in the Polish Drug Program,inclusion
NCT07526961,Diagnosis of inoperable locally advanced or metastatic non-small cell lung cancer with programmed death-ligand 1 tumor proportion score \<50%,inclusion
NCT07526961,Eastern Cooperative Oncology Group performance status 0 to 1,inclusion
NCT07526961,At least one measurable lesion or a countable number of non-measurable lesions,inclusion
NCT07526961,Absence of activating mutations in the epidermal growth factor receptor (EGFR) gene or rearrangements in the anaplastic lymphoma kinase (ALK) gene and ROS1 gene,inclusion
NCT07526961,"Absence of comorbid conditions that were not adequately controlled with pharmacological therapy and that, in the opinion of the treating physician, could compromise the safe administration of the study treatment",inclusion
NCT07526961,"Absence of active autoimmune disease, except type 1 diabetes, hypothyroidism, psoriasis, or vitiligo",inclusion
NCT07526961,Hematopoietic function allowing treatment according to the current Summary of Product Characteristics (SmPC),inclusion
NCT07526961,Absence of contraindications to nivolumab or ipilimumab according to the SmPC,inclusion
NCT07526961,Treatment history and response available for chart abstraction from treatment initiation through death or study end in living patients,inclusion
NCT07526961,"Participants with central nervous system metastases may be included if they had no neurological symptoms, had at least stable disease after local treatment, and did not require chronic immunosuppressive doses of glucocorticoids",inclusion
NCT07526961,Participants will be excluded from analysis if any of the following criteria are met:,exclusion
NCT07526961,"Confirmed disease progression according to Response Evaluation Criteria in Solid Tumors (RECIST) criteria, unless treatment was continued following local ablative therapy in cases of oligoprogression (including central nervous system lesions).",exclusion
NCT07526961,Clinically significant deterioration without radiological evidence of disease progression.,exclusion
NCT07526961,"Unacceptable or life-threatening toxicity, including any toxicity requiring treatment discontinuation as per the product's SmPC.",exclusion
NCT07526961,Clinically relevant hypersensitivity to the study drug or its components.,exclusion
NCT07526961,Decline in performance status to Eastern Cooperative Oncology Group (ECOG) grade 3 or 4.,exclusion
NCT07526961,Treatment interruption due to adverse events exceeding 12 weeks.,exclusion
NCT07526961,"Significant deterioration in quality of life, as documented in medical records.",exclusion
NCT07526961,Withdrawal of consent for continued treatment or participation.,exclusion
NCT00099086,Histologically confirmed adenocarcinoma of the prostate with one of the prognostic factors specified in the protocol. No pelvic lymph node disease that would necessitate pelvic radiotherapy. No radiologic evidence of metastatic disease on bone scan or on CT scan or MRI of the abdomen or pelvis,inclusion
NCT00099086,"No prior radiation therapy, chemotherapy, immunotherapy or alternative therapy for prostate cancer. Greater than 4 weeks since any major surgery.",inclusion
NCT00099086,Must meet criteria for acceptable lab values as outlined in the protocol.,inclusion
NCT00099086,Peripheral neuropathy must be greater than or equal to 1,inclusion
NCT00099086,Men of childbearing potential must be willing to consent to using effective contraception while on treatment and for at least 3 months thereafter.,inclusion
NCT00099086,"Exclusion Criteria:

1\. No history of severe hypersensitivity reaction to docetaxel or other drugs formulated with Polysorbate 80",exclusion
NCT03355586,"Inclusion Criteria:

In order to be eligible to participate in this study, a subject must meet all of the following criteria:",inclusion
NCT03355586,"A pulmonary lesion (i.e. a focal, rounded opacity mostly surrounded by aerated lung or a ground glass opacity or part- or sub-solid lesion) with an indication for diagnostic evaluation following current clinical guidelines and/or as decided by multi-disciplinary team consultation.",inclusion
NCT03355586,"Exclusion Criteria:

A potential subject who meets any of the following criteria will be excluded from participation in this study:",exclusion
NCT03355586,"Contra-indication for temporary interruption of the use of anticoagulant therapy (acenocoumarol, warfarin, therapeutic dose of low molecular weight heparines, clopidrogel, analogs, or, NOAC's).",exclusion
NCT03355586,Uncontrolled pulmonary hypertension.,exclusion
NCT03355586,Recent and/or uncontrolled cardiac disease.,exclusion
NCT03355586,Compromised upper airway (e.g. concomitant head and neck cancer or central airway stenosis for any reason such that endobronchial access is considered unsafe).,exclusion
NCT03355586,ASA classification greater than or equal to 4 (unfit for performing non-surgical biopsy).,exclusion
NCT07447570,Signed a written informed consent form and understands and agrees to comply with the study requirements and visit schedule.,inclusion
NCT07447570,Male or female subjects aged ≥18 and ≤75 years at the time of signing informed consent.,inclusion
NCT07447570,Eastern Cooperative Oncology Group (ECOG) performance status (PS) score of 0 or 1.,inclusion
NCT07447570,Histologically or cytologically confirmed stage III-IVB head and neck squamous cell carcinoma as assessed by the investigator.,inclusion
NCT07447570,"No prior systemic therapy for head and neck squamous cell carcinoma (including chemotherapy, EGFR monoclonal antibodies, anti-PD-1 or anti-PD-L1 antibodies, anti-CTLA-4 antibodies, or other immune checkpoint inhibitors).",inclusion
NCT07447570,At least one measurable target lesion per RECIST v1.1 criteria.,inclusion
NCT07447570,Estimated life expectancy ≥12 weeks.,inclusion
NCT07447570,"Adequate bone marrow and organ function (without receiving any cellular products, blood components, colony-stimulating factors, or cytokine therapy within 14 days prior to laboratory testing):

   1. Hematology: ANC ≥1.5 × 10⁹/L or within normal range; platelet count ≥100 × 10⁹/L; hemoglobin ≥90 g/L.
   2. Liver function: Total bilirubin ≤1.5 × ULN; for Gilbert's syndrome, TBIL ≤3 × ULN; AST and ALT ≤2.5 × ULN in patients without liver metastasis, or ≤5 × ULN in those with liver metastasis; albumin ≥28 g/L.
   3. Renal function: Serum creatinine ≤1.5 × ULN, or creatinine clearance (CCR) ≥60 mL/min (calculated via Cockcroft-Gault formula or measured via 24-hour urine collection); urine dipstick protein \<2+. For subjects with baseline ≥2+ proteinuria, a 24-hour urine test must show \<1 g of protein (if both tests are done, the 24-hour result will determine eligibility).
   4. Coagulation: International normalized ratio (INR) ≤1.5; activated partial thromboplastin time (APTT) ≤1.5 × ULN.",inclusion
NCT07447570,"Subjects who are infertile or agree to use at least one highly effective contraceptive method during the study (starting 14 days before screening or first dose, whichever occurs earlier, and continuing until 180 days after the last dose of study drug).",inclusion
NCT07447570,History of allergy to any component of anti-PD-1/CTLA-4 antibodies or cisplatin.,exclusion
NCT07447570,"History or presence of another malignancy (except those cured and without recurrence for more than 5 years, including basal cell carcinoma, carcinoma in situ of the cervix, and papillary thyroid carcinoma).",exclusion
NCT07447570,"Uncontrolled cardiac symptoms or diseases, including:

   1. New York Heart Association (NYHA) class II or higher heart failure.
   2. Unstable angina.
   3. Myocardial infarction within the past year.
   4. Clinically significant supraventricular or ventricular arrhythmias requiring clinical intervention.",exclusion
NCT07447570,"Prior treatments, including:

   1. Previous treatment with anti-PD-1, anti-PD-L1, or anti-CTLA-4 antibodies.
   2. Use of any investigational drug within 4 weeks prior to the first dose of study drug.
   3. Concurrent participation in another clinical trial, unless it is an observational (non-interventional) study.
   4. Requirement for systemic corticosteroid therapy (≥10 mg prednisone or equivalent/day) or other immunosuppressive drugs within 2 weeks prior to the first dose of study drug, except for topical or inhaled steroids, or prophylaxis for nausea, vomiting, or allergic reactions. Other special circumstances should be discussed with the investigator. In the absence of active autoimmune disease, inhaled or topical corticosteroids and physiologic replacement doses of adrenal corticosteroids equivalent to \>10 mg/day prednisone are allowed.
   5. Receipt of an antitumor vaccine or live vaccine within 4 weeks before the first dose of study drug.
   6. Major surgery or severe trauma within 4 weeks before the first dose of study drug.",exclusion
NCT07447570,"Failure to recover from previous antitumor therapy to ≤Grade 1 per CTCAE criteria (except for alopecia and residual neuropathy related to prior platinum therapy), or laboratory results not meeting the inclusion/exclusion thresholds.",exclusion
NCT07447570,"Severe infection (CTCAE \> Grade 2) within 4 weeks before the first dose of study drug, including severe pneumonia, bacteremia, infections requiring hospitalization, evidence of active pulmonary inflammation on baseline imaging, symptoms or signs of infection within 4 weeks prior to first dose, or requiring oral or IV antibiotics.",exclusion
NCT07447570,"Active autoimmune disease or history of autoimmune disease (e.g., interstitial pneumonitis, colitis, hepatitis, hypophysitis, vasculitis, nephritis, hyperthyroidism, hypothyroidism). However, patients with autoimmune hypothyroidism on stable replacement therapy, type I diabetes on stable insulin therapy, vitiligo, or childhood asthma/allergies resolved in adulthood without intervention are eligible.",exclusion
NCT07447570,"History of immunodeficiency, including HIV positivity, acquired or congenital immunodeficiency disorders, or history of organ transplantation or allogeneic bone marrow transplantation.",exclusion
NCT07447570,History of interstitial lung disease (excluding radiation pneumonitis not requiring steroids) or noninfectious pneumonitis.,exclusion
NCT07447570,Active tuberculosis based on history or CT imaging; active TB within 1 year prior to enrollment; or remote history of TB (\>1 year prior) without appropriate treatment.,exclusion
NCT07447570,Active hepatitis B (HBV DNA ≥500 IU/mL or ≥2500 copies/mL) or active hepatitis C (anti-HCV positive with HCV RNA above lower limit of detection).,exclusion
NCT07447570,"History of substance abuse, alcohol abuse, or drug dependence.",exclusion
NCT07447570,Pregnant or breastfeeding women.,exclusion
NCT07447570,"Subjects whom the investigator considers unsuitable due to factors that may lead to early study discontinuation, such as severe comorbidities requiring concurrent treatment (including psychiatric disorders), significantly abnormal laboratory values, or family/social conditions that may affect subject safety or data collection.",exclusion
NCT03812770,The diagnosis of HCC was based on the diagnostic criteria for HCC used by the European Association for the Study of the Liver (EASL),inclusion
NCT03812770,Patients must have at least one tumor lesion that can be accurately measured according to EASL criteria.,inclusion
NCT03812770,Barcelona clinic liver cancer-stage C,inclusion
NCT03812770,Eastern Cooperative Oncology Group performance status of 0 to 2,inclusion
NCT03812770,No Cirrhosis or cirrhotic status of Child-Pugh class A only,inclusion
NCT03812770,"Not amendable to surgical resection ,local ablative therapy and any other cured treatment.",inclusion
NCT03812770,"The following laboratory parameters:

Platelet count ≥ 75,000/μL Hemoglobin ≥ 8.5 g/dL Total bilirubin ≤ 30mmol/L Serum albumin ≥ 30 g/L ASL and AST ≤ 5 x upper limit of normal Serum creatinine ≤ 1.5 x upper limit of normal INR ≤ 1.5 or PT/APTT within normal limits Absolute neutrophil count (ANC) \>1,500/mm3",inclusion
NCT03812770,Ability to understand the protocol and to agree to and sign a written informed consent document,inclusion
NCT03812770,"Evidence of hepatic decompensation including ascites, gastrointestinal bleeding or hepatic encephalopathy",exclusion
NCT03812770,Known or suspected allergy to the investigational agents or any agent given in association with this trial.,exclusion
NCT03812770,Cardiac ventricular arrhythmias requiring anti-arrhythmic therapy,exclusion
NCT03812770,Evidence of bleeding diathesis.,exclusion
NCT03812770,Patients with clinically significant gastrointestinal bleeding within 30 days prior to study entry.,exclusion
NCT03812770,Any other hemorrhage/bleeding event \> CTCAE Grade 3 within 4 weeks of first dose of study drug,exclusion
NCT03812770,"Serious non-healing wound, ulcer, or bone fracture",exclusion
NCT03812770,Known central nervous system tumors including metastatic brain disease,exclusion
NCT02290470,Histologically or cytologically documented gynaecologic cancer,inclusion
NCT02290470,Patients who are chemotherapy naive and scheduled to receive 1-day moderately emetogenic chemotherapy (carboplatin Area under Curve (AUC) 5 plus paclitaxel).,inclusion
NCT02290470,Eastern Cooperative Oncology Group (ECOG) Performance Status of 0-2,inclusion
NCT02290470,"Adequate organ system function, defined as follows:

bone marrow: absolute neutrophil count \>=1,500/L, platelets \>=100,000/L liver: bilirubin 1.5 x upper limit of normal (ULN); transaminases \<=2.5 x ULN kidney: creatinine \<=1.5 x ULN",inclusion
NCT02290470,psychiatric illness or social situation that would preclude study compliance,exclusion
NCT02290470,"history of central nervous system (e.g., brain metastases, seizure disorder)",exclusion
NCT02290470,Positive pregnancy test just before registration.,exclusion
NCT02290470,treatment with any anti-emetic medication from 24 hours to 5 days after treatment.,exclusion
NCT02290470,"treatment with another antipsychotic agent such as risperidone, quetiapine, clozapine, phenothiazine, or butyrophenone for 30 days before or during protocol therapy.",exclusion
NCT02290470,concurrent abdominal radiation therapy.,exclusion
NCT02290470,concurrent quinolone antibiotic therapy.,exclusion
NCT02290470,known hypersensitivity to olanzapine.,exclusion
NCT02290470,vomiting and/or significant nausea (\>= Common Toxicity Criteria for Adverse Events (CTCAE) grade 2) within the 24 hours before beginning chemotherapy.,exclusion
NCT02290470,another organic cause for nausea or vomiting unrelated to chemotherapy administration.,exclusion
NCT02290470,chronic alcoholism (as determined by the investigator).,exclusion
NCT02290470,"known cardiac arrhythmia, uncontrolled congestive heart failure or acute myocardial infarction within the previous 6 months.",exclusion
NCT02290470,history of uncontrolled diabetes mellitus.,exclusion
NCT05998486,patient who performed surface EMG recordings of wrist flexor-pronators and extensor-supinators in Laboratories;,inclusion
NCT05998486,diagnosis of Parkinson's disease or cerebellar tremor.,inclusion
NCT05998486,Botulinium toxin injection in upper limb during a delay of 3 months before surface EMG recordings;,exclusion
NCT05998486,Levodopa drugs administrated during a delay of 12 hours before surface EMG recordings;,exclusion
NCT05998486,Tremor-favour drugs administrated during a delay of 30 days before surface EMG recordings;,exclusion
NCT05998486,Presence of an other neurologic disease or of any disease associated with motor disorders in upper limb.,exclusion
NCT03191786,Histologically or cytologically confirmed diagnosis of advanced or recurrent (Stage IIIB not amenable for multimodality treatment) or metastatic (Stage IV) NSCLC as per the American Joint Committee on Cancer (AJCC) 7th edition,inclusion
NCT03191786,No sensitizing epidermal growth factor receptor (EGFR) mutation (L858R or exon 19 deletions) or anaplastic lymphoma kinase (ALK) fusion oncogene detected,inclusion
NCT03191786,No prior systemic treatment for advanced or recurrent (Stage IIIB not amenable for multimodality treatment) or metastatic (Stage IV) NSCLC as per the AJCC 7th edition,inclusion
NCT03191786,Life expectancy greater than or equal to (\>/=) 8 weeks,inclusion
NCT03191786,"Deemed unsuitable by the investigator for any platinum-doublet chemotherapy due to poor performance status (ECOG performance status of 2-3). However, participants \>= 70 years of age who have an ECOG PS of 0 or 1 may be included due to: a) substantial comorbidities; b) contraindication(s) for any platinum-doublet chemotherapy",inclusion
NCT03191786,Representative formalin-fixed paraffin-embedded (FPPE) tumor tissue block obtained during course of disease (archival tissue) or at screening,inclusion
NCT03191786,"Participants with treated, asymptomatic central nervous system (CNS) metastases are eligible, provided they meet all of the following criteria: Measurable disease outside CNS; Only supratentorial and cerebellar metastases allowed; No ongoing requirement for corticosteroids as therapy for CNS disease; No stereotactic radiation within 7 days or whole-brain radiation within 14 days prior to randomization; No evidence of interim progression between the completion of CNS-directed therapy and the screening radiographic study",inclusion
NCT03191786,Adequate hematologic and end organ function,inclusion
NCT03191786,Female participants of childbearing potential randomized to the atezolizumab treatment arm agree to use protocol defined methods of contraception,inclusion
NCT03191786,"Exclusion Criteria:

Cancer-Specific Exclusion Criteria:",exclusion
NCT03191786,Participants younger than 70 years who have an ECOG performance status of 0 or 1,exclusion
NCT03191786,Active or untreated CNS metastases as determined by computed tomography (CT) or magnetic resonance imaging (MRI) evaluation of the brain during screening and prior radiographic assessments,exclusion
NCT03191786,Uncontrolled tumor-related pain,exclusion
NCT03191786,"Uncontrolled pleural effusion, pericardial effusion, or ascites requiring recurrent drainage procedures (once monthly or more frequently)",exclusion
NCT03191786,Uncontrolled or symptomatic hyerpcalcemia (ionized calcium \> 1.5 mmol/L or calcium \>12 mg/dL or corrected serum calcium \>ULN),exclusion
NCT03191786,"History of other malignancy within 5 years prior to screening, with the exception of those with a negligible risk of metastasis or death treated with expected curative outcome",exclusion
NCT03191786,"National Cancer Institute Common Terminology Criteria for Adverse Events (NCI CTCAE) version 4.0 (v4.0) Grade 3 or higher toxicities due to any prior therapy (example \[e.g.\], radiotherapy) (excluding alopecia), which have not shown improvement and are strictly considered to interfere with current study medication",exclusion
NCT03191786,"Participants who have received prior neo-adjuvant, adjuvant chemotherapy, radiotherapy, or chemoradiotherapy with curative intent for non-metastatic disease must have experienced a treatment-free interval of at least 6 months from randomization since the last chemotherapy, radiotherapy, or chemoradiotherapy

General Medical Exclusion Criteria:",exclusion
NCT03191786,History of autoimmune disease except autoimmune-related hypothyroidism and controlled Type I diabetes mellitus,exclusion
NCT03191786,"History of idiopathic pulmonary fibrosis (IPF), organizing pneumonia (e.g., bronchiolitis obliterans), drug-induced pneumonitis, idiopathic pneumonitis, or evidence of active pneumonitis",exclusion
NCT03191786,Known positivity for human immunodeficiency virus (HIV),exclusion
NCT03191786,Known active hepatitis B or hepatitis C,exclusion
NCT03191786,Severe infections within 4 weeks prior to randomization,exclusion
NCT03191786,"Significant cardiovascular disease, such as New York Heart Association (NYHA) cardiac disease (Class II or greater), myocardial infarction within 3 months prior to randomization, unstable arrhythmias, or unstable angina",exclusion
NCT03191786,Major surgical procedure other than for diagnosis within 4 weeks prior to randomization or anticipation of need for a major surgical procedure during the course of the study,exclusion
NCT03191786,Prior allogeneic bone marrow transplantation or solid organ transplant,exclusion
NCT03191786,"Participants with an illness or condition that may interfere with capacity or compliance with the study protocol, as per investigator's judgment",exclusion
NCT03191786,"Treatment with any other investigational agent or participation in another clinical study with therapeutic intent within 28 days prior to randomization

Exclusion Criteria Related to Atezolizumab:",exclusion
NCT03191786,"History of severe allergic, anaphylactic, or other hypersensitivity reactions to chimeric or humanized antibodies or fusion proteins",exclusion
NCT03191786,Known hypersensitivity to biopharmaceuticals produced in Chinese hamster ovary cells or any component of the atezolizumab formulation,exclusion
NCT03191786,Oral or IV antibiotic treatment,exclusion
NCT03191786,"Administration of a live, attenuated vaccine within 4 weeks before randomization or anticipation that such a live attenuated vaccine will be required during the study",exclusion
NCT03191786,"Prior treatment with cluster of differentiation 137 (CD137) agonists or immune checkpoint blockade therapies, anti-programmed death-1 (anti-PD-1), and anti-PD-L1 therapeutic antibodies",exclusion
NCT03191786,"Treatment with systemic immunostimulatory agents within 4 weeks or 5 half-lives of the drug, whichever is shorter, prior to randomization",exclusion
NCT03191786,Treatment with systemic corticosteroids or other immunosuppressive medications,exclusion
NCT03191786,"Participants not willing to stop treatment with traditional herbal medicines

Exclusion Criteria Related to Chemotherapy:",exclusion
NCT03191786,"Known sensitivity and contraindications to the 2 comparative chemotherapy agents (that is \[i.e.\] vinorelbine, oral or intravenous, and gemcitabine, intravenous)",exclusion
NCT01481870,"Age: 20-80 years old, both inclusive",inclusion
NCT01481870,"ECOG performance status of 0, 1, or 2",inclusion
NCT01481870,MSKCC risk of favorable or intermediate,inclusion
NCT01481870,Histologically confirmed renal cell carcinoma,inclusion
NCT01481870,"Laboratory findings meet the following criteria:

  1. Respiratory function: %VC, 80% and FEV1.0,70%
  2. Hematology: white blood cell count4,000/mm3, platelet count100,000/mm3
  3. Clinical chemistry: GOT and GPT within the normal range of each medical institution; total bilirubin \<1.5 x ULN
  4. Serum creatinin \<2.0mg/dl, blood urea nitrogen (BUN) \<25mg/dl
  5. Echocardiographic estimation of left ventricular ejection fraction is higher than the lower limit of reference range of each medical institution.",inclusion
NCT01481870,History of any other malignancy,exclusion
NCT01481870,"Central nervous system metastases. However, patients who remain asymptomatic, have no new or enlarging lesion in the CNS within 6 months of enrollment in this study, and require no corticosteroids may be enrolled.",exclusion
NCT01481870,"History of cardiac infarction, unstable angina, congestive heart failure, or symptomatic peripheral vascular disease within 12 months of enrollment",exclusion
NCT01481870,History of cerebrovascular disorder including transient ischemic attack (TIA),exclusion
NCT01481870,Pregnancy or possible pregnancy at any time during the study,exclusion
NCT01481870,Ongoing grade 2 adverse event prior treatment,exclusion
NCT01481870,Prior treatment with any anticancer therapy including cytokine therapy such as interferon-alpha and interleukin-2,exclusion
NCT01481870,Prior treatment with mTOR inhibitor,exclusion
NCT01481870,Prior treatment with sunitinib or sorafenib,exclusion
NCT01481870,Treatment with an test drug in a clinical research within 4 weeks of enrollment in this study,exclusion
NCT07001670,"Histologically confirmed diagnosis of Stage I-IIIA lung cancer according to the 9th edition of the AJCC Cancer Staging Manual,",inclusion
NCT07001670,"Underwent lobectomy, pneumonectomy, segmentectomy, or wedge resection via thoracotomy or video-assisted thoracoscopic surgery (VATS),",inclusion
NCT07001670,"An estimated life expectancy of ≥6 months,",inclusion
NCT07001670,"Karnofsky Performance Status score greater than 80% at study entry,",inclusion
NCT07001670,Possession of the necessary equipment and access to a stable internet connection to enable participation in online interventions.,inclusion
NCT07001670,"History of receiving radiotherapy or chemotherapy prior to surgery,",exclusion
NCT07001670,"Presence of severe dysfunction in vital organs such as the heart, brain, kidneys, or others,",exclusion
NCT07001670,"Having any comorbid condition that contraindicates participation in an exercise training program,",exclusion
NCT07001670,"Presence of serious postoperative complications,",exclusion
NCT07001670,"Cognitive impairments that hinder effective communication,",exclusion
NCT07001670,"Current participation in a structured and regular exercise program,",exclusion
NCT07001670,"Missing three consecutive weeks of sessions or completing less than 75% of the prescribed exercises,",exclusion
NCT07001670,Voluntary withdrawal from the study by the participant.,exclusion
NCT06397573,A primary or metastatic lesion in the abdomen or pelvis for which reirradiation will be delivered. There is no maximum lesion size.,inclusion
NCT06397573,Single course of prior radiation therapy with prescribed equivalent dose in 2 Gy fractions (EDQ210) of at least 40 Gy.,inclusion
NCT06397573,50% isodose line of the prior radiation therapy course is expected to overlap at minimum the 50% isodose line of the radiation therapy delivered in this study.,inclusion
NCT06397573,At least 6 months from completion of prior radiation therapy to initiation of study therapy.,inclusion
NCT06397573,Eastern Cooperative Oncology Group (ECOG) performance status 0-2.,inclusion
NCT06397573,Life expectancy at least 6 months.,inclusion
NCT06397573,"Women of childbearing potential and men must agree to use adequate contraception (hormonal or barrier method of birth control) prior to study entry and for the duration of study participation. Abstinence is acceptable if it is the participant's preferred method. Should a participant become pregnant or suspect pregnancy while participating in this study, the treating physician must be informed immediately.",inclusion
NCT06397573,Concurrent hormonal therapy or immunotherapy such as immune checkpoint inhibitor is allowed,inclusion
NCT06397573,Contraindication to having an MRI scan.,exclusion
NCT06397573,Lesion that would receive study therapy arises from or invades a gastrointestinal (GI) luminal organ (a lesion abutting but not invading a GI luminal organ is permitted),exclusion
NCT06397573,Lesion that would receive study therapy is not located in the abdomen or pelvis.,exclusion
NCT06397573,\> 1 course of overlapping radiation therapy delivered to the abdomen or pelvis.,exclusion
NCT06397573,\< 70% of the gross tumor volume (GTV) receives at least the 95% of the prescribed dose on the original plan using the simulation day anatomy.,exclusion
NCT06397573,More than 1 lesion in the abdomen or pelvis that requires reirradiation.,exclusion
NCT06397573,History of inflammatory bowel disease.,exclusion
NCT06397573,Unable to acquire DICOM radiation therapy treatment plan from the prior radiation therapy.,exclusion
NCT06397573,Unresolved grade 2+ toxicity (Common Terminology Criteria for Adverse Events version 5.0) from previous anti-cancer therapy.,exclusion
NCT06397573,Any condition in the opinion of the investigator that would interfere with evaluation of study treatment or interpretation of participant safety or study results.,exclusion
NCT06397573,Chemotherapy given within 1 week prior to or following reirradiation.,exclusion
NCT06397573,Vascular endothelial growth factor (VEGF) inhibitor given within 8 weeks prior to or following reirradiation,exclusion
NCT06609473,"Child with any primary cancer diagnosis (non-relapsed, non-secondary malignancy) who has received cancer-directed therapy that includes chemotherapy and/or radiation therapy;",inclusion
NCT06609473,"Child is within one of the following time windows:

  1. Among those receiving chemotherapy, any time from start of last planned cycle of chemotherapy until 12 months from completion of chemotherapy;
  2. Among those receiving radiation therapy alone or radiation and surgery, any time from completion of radiation until 12 months post completion;",inclusion
NCT06609473,"Child has 1 or more cardiovascular risk factor (defined as any of: body mass index ≥ 85th percentile; systolic or diastolic blood pressure ≥90th percentile; dyslipidemia \[triglycerides ≥150 mg/dL, total cholesterol ≥200 mg/dL, LDL cholesterol ≥130 mg/dL, HDL cholesterol ≤40 mg/dL\]; impaired glucose metabolism \[fasting glucose ≥100 mg/dL, hemoglobin A1c ≥5.7%\]; anthracycline exposure ≥100 mg/m2; or any radiation exposure to chest, brain, thoracic spine, or total body);",inclusion
NCT06609473,"Child is ≤18 years of age at time of enrollment, or over 18 years of age but under medical guardianship;",inclusion
NCT06609473,Parent/guardian screened positive for food insecurity.\* \*Assessed through validated 2-item food insecurity screen.,inclusion
NCT06609473,"Patient received only surgery, or watchful waiting/surveillance, for cancer- directed therapy;",exclusion
NCT06609473,Foreign national family receiving cancer care as an embassy-pay patient.,exclusion
NCT02177773,"Known or suspected somatostatin receptor positive tumor such as carcinoid; neuroendocrine tumor; neuroblastoma; pheochromocytoma. Supporting evidence may include MRI, CT, biochemical markers, and or pathology report.",inclusion
NCT02177773,Karnofsky performance status of \> 50 (or Eastern Cooperative Oncology Group (ECOG) / World Health Organization (WHO) equivalent).,inclusion
NCT02177773,Not pregnant. A negative serum pregnancy test is required for all female subjects with childbearing potential.,inclusion
NCT02177773,"Ability to understand a written informed consent document, and the willingness to sign it.",inclusion
NCT02177773,"Hepatic enzymes 5 times greater than the upper limits of normal, serum creatinine \> 3.0 mg/dL (270 Micromole per liter (uM/L).",exclusion
NCT02177773,Patients exceeding the weight limitations of the scanner or are not able to enter the bore of the PET /CT scanner due to BMI,exclusion
NCT02177773,"Inability to lie still for the entire imaging time (e.g. cough, severe arthritis, etc.); although at Mission Bay Hospital pediatric patients may be sedated per clinical protocol.",exclusion
NCT02177773,"Inability to complete the needed investigational and standard-of-care imaging examinations due to other reasons (severe claustrophobia, radiation phobia, etc.).",exclusion
NCT02177773,"Any additional medical condition, serious intercurrent illness, or other extenuating circumstance that, in the opinion of the Investigator, may significantly interfere with study compliance.",exclusion
NCT02177773,Recognized concurrent active infection Previous systemic or radiation treatment for another cancer of any type within the last 2 months.,exclusion
NCT02177773,"Use of any other investigational product or device within 30 days prior to dosing, or known requirement for any other investigational agent prior to completion of all scheduled study assessments",exclusion
NCT02644369,Be willing and able to provide written informed consent/assent for the trial.,inclusion
NCT02644369,Be 18 years of age or older on day of signing informed consent.,inclusion
NCT02644369,"Have histologically or cytologically-documented, locally-advanced, or metastatic solid malignancy that is incurable and has either (a) failed prior standard therapy, (b) for which no standard therapy exists, or (c) standard therapy is not considered appropriate by the patient and treating physician. There is no limit to the number of prior treatment regimens.",inclusion
NCT02644369,"Have one of the following advanced (unresectable and/or metastatic) solid tumor indications:

  * Squamous cell cancer of head and neck
  * Triple negative breast cancer
  * Epithelial ovarian cancer
  * Malignant melanoma
  * Advanced solid tumors",inclusion
NCT02644369,Have measurable disease based on Response Evaluation Criteria In Solid Tumors (RECIST) 1.1.,inclusion
NCT02644369,Be willing to provide tissue from a newly obtained core or excisional biopsy of a tumor lesion. Patients for whom newly-obtained samples cannot be provided (e.g. inaccessible or patient safety concern) will not be eligible for this study.,inclusion
NCT02644369,Have a performance status of 0 or 1 on the Eastern Cooperative Oncology Group (ECOG) Performance Scale.,inclusion
